Field=#~Integer~#~50|Field=Designator~String~Designator~100|Field=MountType~String~MountType~100|Field=PackageReference~String~PackageReference~100|Field=Center-X(Mil)~String~Center-X(Mil)~100|Field=Center-X(mm)~String~Center-X(mm)~100|Field=Center-Y(Mil)~String~Center-Y(Mil)~100|Field=Center-Y(mm)~String~Center-Y(mm)~100|Field=Layer~String~Layer~100|Field=Pad-X(Mil)~String~Pad-X(Mil)~100|Field=Pad-X(mm)~String~Pad-X(mm)~100|Field=Pad-Y(Mil)~String~Pad-Y(Mil)~100|Field=Pad-Y(mm)~String~Pad-Y(mm)~100|Field=Ref-X(Mil)~String~Ref-X(Mil)~100|Field=Ref-X(mm)~String~Ref-X(mm)~100|Field=Ref-Y(Mil)~String~Ref-Y(Mil)~100|Field=Ref-Y(mm)~String~Ref-Y(mm)~100|Field=Rotation~String~Rotation~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~MD029A.PrjPcb|ReportField=ProjectFullPath~C:\Users\a0220758\Documents\BLDC\Board Files\MD029A\MD029A.PrjPcb|ReportField=Title~Pick and Place For Variant [001] of Project [MD029A.PrjPcb] (PCB Document : MD029A.PcbDoc)|ReportField=ReportTime~4:00:24 PM|ReportField=ReportDate~10/26/2020|ReportField=ReportDateTime~10/26/2020 4:00:24 PM|ReportField=OutputName~Pick and Place|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~001|ReportField=TotalQuantity~160|ReportField=TotalActualPrice~0|ReportField=TotalTargetPrice~0|ReportField=VersionControl_RevNumber~|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=EVM_Orderable~ChangeMe in variant|ReportField=CopyrightYear~2018|ReportField=PCB_Layout~Adam Sidelsky|ReportField=PCB_Rev~A|ReportField=PRJ_Customer~Public Release|ReportField=PRJ_Engineer~Adam Sidelsky|ReportField=PRJ_Number~MD029|ReportField=PRJ_Title~DRV8300DIPW-EVM|ReportField=SCH_Rev~A|ReportField=TechSupport~http://www.ti.com/support|ReportField=TID~N/A|ReportField=Address1~Not shown in title block|ReportField=Address2~Not shown in title block|ReportField=Address3~Not shown in title block|ReportField=Address4~Not shown in title block|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~Not shown in title block|ReportField=Author~Not shown in title block|ReportField=CheckedBy~Not shown in title block|ReportField=CompanyName~Not shown in title block|ReportField=ConfigurationParameters~|ReportField=ConfiguratorName~|ReportField=CurrentDate~10/26/2020|ReportField=CurrentTime~3:47:47 PM|ReportField=Date~Not shown in title block|ReportField=DocumentFullPathAndName~C:\Users\a0220758\Documents\BLDC\Board Files\MD029A\MD029A_CSA.SchDoc|ReportField=DocumentName~MD029A_CSA.SchDoc|ReportField=DocumentNumber~3|ReportField=DrawnBy~|ReportField=Engineer~Not shown in title block|ReportField=ImagePath~Not shown in title block|ReportField=IsUserConfigurable~|ReportField=ModifiedDate~3/24/2020|ReportField=Organization~Not shown in title block|ReportField=PageSetup~Record=PageOptions:CenterHorizontal=True:CenterVertical=True:PrintScale=1.00:XCorrection=1.00:YCorrection=1.00:PrintKind=0:BorderSize=5000000:LeftOffset=0:BottomOffset=0:Orientation=2:PaperLength=1000:PaperWidth=1000:Scale=100:PaperSource=15:PrintQuality=600:MediaType=1:DitherType=10:PaperKind=Letter:PrintScaleMode=1|ReportField=ProjectName~MD029A.PrjPcb|ReportField=Revision~Use project parameter SCH_Rev|ReportField=Rule~|ReportField=SheetNumber~3|ReportField=SheetTotal~5|ReportField=Time~Not shown in title block|ReportField=Title~|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=VersionControl_RevNumber~|ReportField=DataSourceFileName~MD029A.PrjPcb|ReportField=DataSourceFullPath~C:\Users\a0220758\Documents\BLDC\Board Files\MD029A\MD029A.PrjPcb|ReportField=PCBDataSourceFileName~MD029A.PcbDoc|ReportField=PCBDataSourceFullPath~C:\Users\a0220758\Documents\BLDC\Board Files\MD029A\MD029A.PcbDoc|ReportField=PCBConfigurationName~Sources|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
93|R23|SMT|0402|140.638|3.5722|1260|32.004|Top|140.638|3.5722|1279.685|32.504|140.638|3.5722|1260|32.004|270
94|R24|SMT|0603|115.638|2.9372|975|24.765|Top|115.638|2.9372|1002.559|25.465|115.638|2.9372|975|24.765|270
95|R25|SMT|0603|320.551|8.142|680.315|17.28|Top|320.551|8.142|707.874|17.98|320.551|8.142|680.315|17.28|270
96|R26|SMT|0603|139.449|3.542|680.315|17.28|Top|139.449|3.542|652.756|16.58|139.449|3.542|680.315|17.28|90
97|R33|SMT|0805|1469.504|37.3254|974.077|24.74157|Top|1469.504|37.3254|944.55|23.99157|1469.504|37.3254|974.077|24.74157|90
98|R34|SMT|0805|1968.913|50.0104|970|24.638|Top|1968.913|50.0104|940.472|23.888|1968.913|50.0104|970|24.638|90
99|R35|SMT|0603|1562.953|39.699|1340|34.036|Top|1535.394|38.999|1340|34.036|1562.953|39.699|1340|34.036|0
100|R36|SMT|0603|2028.953|51.5354|1335|33.909|Top|2001.394|50.8354|1335|33.909|2028.953|51.5354|1335|33.909|0
101|R37|SMT|0603|1795|45.593|1145|29.083|Bottom|1795|45.593|1117.441|28.383|1795|45.593|1145|29.083|90
102|R38|SMT|0603|2234.724|56.762|1140|28.956|Bottom|2234.724|56.762|1112.441|28.256|2234.724|56.762|1140|28.956|90
103|R43|SMT|0805|1871.646|47.53982|814.444|20.68688|Top|1871.646|47.53982|784.916|19.93688|1871.646|47.53982|814.444|20.68688|90
104|R44|SMT|0805|2353.436|59.77727|805.472|20.459|Top|2353.436|59.77727|775.945|19.709|2353.436|59.77727|805.472|20.459|90
105|R45|SMT|0603|1852.048|47.04202|1053.134|26.74961|Top|1879.607|47.74202|1053.134|26.74961|1852.048|47.04202|1053.134|26.74961|180
106|R46|SMT|0603|2317.063|58.8534|1045|26.543|Top|2344.622|59.5534|1045|26.543|2317.063|58.8534|1045|26.543|180
107|R49|SMT|2512|1740|44.196|723.333|18.37266|Top|1740|44.196|636.719|16.17266|1740|44.196|723.333|18.37266|90
108|R50|SMT|2512|2226.757|56.55962|710.197|18.03902|Top|2226.757|56.55962|623.583|15.83902|2226.757|56.55962|710.197|18.03902|90
109|R54|SMT|0805|2455.551|62.371|954.392|24.24156|Top|2455.551|62.371|924.865|23.49157|2455.551|62.371|954.392|24.24157|90
110|R55|SMT|0603|2490|63.246|1335|33.909|Top|2462.441|62.546|1335|33.909|2490|63.246|1335|33.909|0
111|R56|SMT|0603|2561.29|65.05677|1267.834|32.20299|Bottom|2561.29|65.05677|1240.275|31.50299|2561.29|65.05677|1267.834|32.20299|90
112|R59|SMT|0805|2835|72.009|797.056|20.24521|Top|2835|72.009|767.528|19.49522|2835|72.009|797.056|20.24522|90
113|R60|SMT|0603|2078.953|52.8054|1828.996|46.4565|Bottom|2078.953|52.8054|1856.555|47.1565|2078.953|52.8054|1828.996|46.4565|270
114|R61|SMT|0603|2790.853|70.88766|1041.384|26.45116|Top|2818.412|71.58766|1041.384|26.45116|2790.853|70.88766|1041.384|26.45116|180
115|R63|SMT|2512|2700|68.58|705.827|17.92801|Top|2700|68.58|619.213|15.72801|2700|68.58|705.827|17.92801|90
116|R64|SMT|0603|982.1|24.94533|1331.216|33.8129|Bottom|982.1|24.94533|1303.658|33.1129|982.1|24.94533|1331.217|33.8129|90
117|R65|SMT|0805|1489.189|37.8254|280|7.112|Bottom|1489.189|37.8254|309.528|7.862|1489.189|37.8254|280|7.112|270
118|R66|SMT|0805|1487.559|37.784|419.449|10.65401|Bottom|1487.559|37.784|448.977|11.40401|1487.559|37.784|419.449|10.65401|270
119|R67|SMT|0805|1485|37.719|560|14.224|Bottom|1485|37.719|589.528|14.974|1485|37.719|560|14.224|270
120|R68|SMT|0603|859.9|21.84145|922.035|23.41968|Bottom|859.9|21.84145|949.594|24.11968|859.9|21.84145|922.035|23.41968|270
121|R69|SMT|0603|926.341|23.52906|1144.449|29.069|Bottom|926.341|23.52906|1172.008|29.769|926.341|23.52906|1144.449|29.069|270
122|R70|SMT|0603|926.982|23.54534|992.913|25.22|Bottom|926.982|23.54534|1020.472|25.92|926.982|23.54534|992.913|25.22|270
123|R71|SMT|0603|981.199|24.92245|1144.449|29.069|Bottom|981.199|24.92245|1172.008|29.769|981.199|24.92245|1144.449|29.069|270
124|R72|SMT|0603|980.304|24.89973|992.913|25.22|Bottom|980.304|24.89973|1020.472|25.92|980.304|24.89973|992.913|25.22|270
125|R73|SMT|0603|854.541|21.70534|814.449|20.687|Bottom|854.541|21.70534|842.008|21.387|854.541|21.70534|814.449|20.687|270
126|R74|SMT|0603|1141.788|29.00142|1043.775|26.51188|Top|1141.788|29.00142|1071.334|27.21188|1141.788|29.00142|1043.775|26.51188|270
127|R75|SMT|0603|1139.118|28.9336|910|23.114|Top|1139.118|28.9336|937.559|23.814|1139.118|28.9336|910|23.114|270
128|R76|SMT|0603|1141.063|28.983|805|20.447|Top|1141.063|28.983|832.559|21.147|1141.063|28.983|805|20.447|270
129|R77|SMT|0603|1139.541|28.94434|905.606|23.0024|Bottom|1139.541|28.94434|933.165|23.7024|1139.541|28.94434|905.606|23.0024|270
130|R78|SMT|0603|1139.586|28.94548|1200.748|30.49901|Bottom|1139.586|28.94548|1228.307|31.19901|1139.586|28.94548|1200.748|30.49901|270
131|R79|SMT|0603|1141.431|28.99234|1050.748|26.68901|Bottom|1141.431|28.99234|1078.307|27.38901|1141.431|28.99234|1050.748|26.68901|270
132|R80|SMT|0603|1086.788|27.60442|1043.775|26.51188|Top|1086.788|27.60442|1016.216|25.81188|1086.788|27.60442|1043.775|26.51188|90
133|R81|SMT|0603|1192.508|30.28971|910|23.114|Top|1192.508|30.28971|882.441|22.414|1192.508|30.28971|910|23.114|90
134|R82|SMT|0603|1194.118|30.3306|805.472|20.459|Top|1194.118|30.3306|777.913|19.759|1194.118|30.3306|805.472|20.459|90
135|R83|SMT|0603|1087.027|27.61048|1200.748|30.49901|Bottom|1087.027|27.61048|1228.307|31.19901|1087.027|27.61048|1200.748|30.49901|270
136|R84|SMT|0603|1088.281|27.64235|1050.748|26.68901|Bottom|1088.281|27.64235|1078.307|27.38901|1088.281|27.64235|1050.748|26.68901|270
137|R85|SMT|0603|798.753|20.28834|814.449|20.687|Bottom|798.753|20.28834|842.008|21.387|798.753|20.28834|814.449|20.687|270
138|R86|SMT|0603|1310|33.274|150|3.81|Bottom|1310|33.274|177.559|4.51|1310|33.274|150|3.81|270
139|R90|SMT|0603|1138.242|28.91134|549.449|13.956|Bottom|1138.242|28.91134|521.89|13.256|1138.242|28.91134|549.449|13.956|90
140|R91|SMT|0603|1245|31.623|183.622|4.664|Bottom|1245|31.623|211.181|5.364|1245|31.623|183.622|4.664|270
141|R95|SMT|0603|1083.94|27.53208|344.449|8.74901|Bottom|1083.94|27.53208|316.89|8.04901|1083.94|27.53208|344.449|8.74901|90
142|R96|SMT|0603|1085.329|27.56735|494.449|12.55901|Bottom|1085.329|27.56735|466.89|11.85901|1085.329|27.56735|494.449|12.55901|90
143|R97|SMT|0603|1031.333|26.19587|344.449|8.74901|Bottom|1031.333|26.19587|316.89|8.04901|1031.333|26.19587|344.449|8.74901|90
144|R98|SMT|0603|1031.428|26.19827|494.449|12.55901|Bottom|1031.428|26.19827|466.89|11.85901|1031.428|26.19827|494.449|12.55901|90
145|R99|SMT|0603|854.541|21.70534|709.449|18.02|Bottom|854.541|21.70534|681.89|17.32|854.541|21.70534|709.449|18.02|90
146|R100|SMT|0603|928.04|23.57223|550.708|13.988|Bottom|955.6|24.27223|550.708|13.988|928.04|23.57223|550.708|13.988|180
147|R101|SMT|0603|928.04|23.57222|498.149|12.653|Bottom|900.481|22.87223|498.149|12.653|928.04|23.57223|498.149|12.653|0
148|SHA|TH|White Miniature Testpoint|1805.953|45.8712|1550|39.37|Top|1805.953|45.8712|1550|39.37|1805.953|45.8712|1550|39.37|90
149|SHB|TH|White Miniature Testpoint|2275|57.785|1550|39.37|Top|2275|57.785|1550|39.37|2275|57.785|1550|39.37|90
150|SHC|TH|White Miniature Testpoint|2755|69.977|1550|39.37|Top|2755|69.977|1550|39.37|2755|69.977|1550|39.37|90
151|SH-J1|N/A|Shunt|620|15.748|314.871|7.99771|Top|620|15.748|314.871|7.99771|620|15.748|314.871|7.99771|180
152|SH-J2|N/A|Shunt|621.969|15.798|465|11.811|Top|621.969|15.798|465|11.811|621.969|15.798|465|11.811|180
153|SH-J3|N/A|Shunt|3472.217|88.19431|455|11.557|Top|3472.217|88.19431|455|11.557|3472.217|88.19431|455|11.557|180
154|U1||TSSOP20|2070.456|52.58957|262|6.6548|Top|1956.282|49.68957|377.158|9.5798|2070.456|52.58957|262|6.6548|0
155|U2|SMT|DDA0008E|270.638|6.8742|1105|28.067|Top|345.638|8.7792|1212.284|30.792|270.638|6.8742|1105|28.067|270
156|U3|SMT|DCY0004A|230|5.842|460.315|11.692|Top|320.551|8.142|583.346|14.817|230|5.842|460.315|11.692|270
157|U4|SMT|DRY0006A|1170|29.71799|364.757|9.26482|Top|1150.315|29.21799|353.93|8.98982|1170|29.71799|364.757|9.26482|90
158|U5|SMT|DRY0006A|1466.653|37.253|797.056|20.24522|Top|1455.827|36.978|816.741|20.74522|1466.653|37.253|797.056|20.24522|0
159|U6||SOT-23|2043.392|51.90215|1710|43.434|Bottom|2005.99|50.95215|1751.339|44.484|2043.392|51.90215|1710|43.434|270
160|U7|SMT|PW0014A|999.99|25.39973|749.449|19.036|Bottom|923.218|23.44973|865.591|21.986|999.99|25.39974|749.449|19.036|270
